id,status,target_surface,app_category,app_subcategory,title,price_text,price_value,currency,city,country,seller,phone,description,image_urls,source_site,source_url,scraped_at,make,model,trim,year,condition,transmission,color,mileage_km,attributes,source_availability,source_availability_checked_at,source_http_status,source_unavailable_reason,source_last_seen_at,source_resolved_url
jacars-2506649,published,vehicles,vehicles,cars,"BMW 3-Series 2,0L 2017","JA$ 3,290,000",3290000,JMD,Manchester,Jamaica,AMD Auto Sales Ltd,18764480040,"BMW 3-Series 2,0L 2017 - JA$ 3,290,000 - Manchester - Yesterday",https://cdn2.jacars.net/media/cache/3e/ab/3eab70449f1488b5534b3df95077e2f4.webp|https://cdn2.jacars.net/media/cache/f3/65/f365c1e0a2aecaa7777312c7b14608b2.webp|https://cdn2.jacars.net/media/cache/b1/81/b1813b46dc5a493a8e92c70f3eb7437d.webp|https://cdn2.jacars.net/media/cache/f3/5d/f35df8e9fa97c6deb01135f68ac63850.webp|https://cdn2.jacars.net/media/cache/11/70/1170f8153505c6de8330361c44664b7c.webp|https://cdn2.jacars.net/media/cache/c8/76/c87656da1e18556215026f69532ca64e.webp|https://cdn2.jacars.net/media/cache/31/cf/31cf38fdc809757d110f6fb9db7f3ee3.webp|https://cdn2.jacars.net/media/cache/d2/43/d243166ea82e6e93a064b5288febca88.webp|https://cdn2.jacars.net/media/cache/1f/f9/1ff91a50fb8a8f94e0b06146c1d74a5e.webp|https://cdn2.jacars.net/media/cache/a9/74/a9749715375e81544b9cdcab30cbc1ca.webp|https://cdn2.jacars.net/media/cache/d1/1c/d11c3a118281aa32adc9aa2734215f32.webp|https://cdn2.jacars.net/media/cache/bd/74/bd7489728f61e75d49abde89677e2565.webp|https://cdn2.jacars.net/media/cache/65/fe/65fed2a1a80b60eeaec8d339174db157.webp|https://cdn2.jacars.net/media/cache/83/74/83747cdd9acbbd37db24fcb6948d6205.webp|https://cdn2.jacars.net/media/cache/67/b4/67b4ec4691f25be358f5c6e1ce8d6524.webp|https://cdn2.jacars.net/media/cache/57/3d/573de8a55f4f80ffce85d4f3cf85dded.webp|https://cdn2.jacars.net/media/cache/a8/c8/a8c8c27cf9ef0a10bba3a7b33e435dc5.webp|https://cdn2.jacars.net/media/cache/15/ed/15eda10d385298616dece9895f7de77b.webp|https://cdn2.jacars.net/media/cache/82/46/82462c17306fdd434c83df7ef2f8e250.webp|https://cdn2.jacars.net/media/cache/32/8a/328a1acae831d514c8083b8e6d609325.webp|https://cdn2.jacars.net/media/cache/40/3f/403f59d9217563152131135e8a8917f5.webp|https://cdn2.jacars.net/media/cache/da/8e/da8ef23dffb5c9359bc9fb3943b55a6e.webp|https://cdn2.jacars.net/media/cache/80/7f/807f6b4708a1b5380b621a5e1aa4c29f.webp|https://cdn2.jacars.net/media/cache/88/38/88385b2f536c123b933a09d4c94eb319.webp,JACars Vehicles,/adv/2506649_bmw-3-series-2-0l-2017/,2026-05-05T19:59:25.489Z,BMW,3-Series,,2017,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2506649_bmw-3-series-2-0l-2017/
jacars-2510815,published,vehicles,vehicles,cars,"Toyota Noah 2,0L 2014","JA$ 2,490,000",2490000,JMD,Manchester,Jamaica,TOP RATED AUTOMOTIVE LTD,18765122128,"Toyota Noah 2,0L 2014 - JA$ 2,490,000 - Manchester - Yesterday",https://cdn2.jacars.net/media/cache/d5/ee/d5eee99c57b5ef6adcf39f9fcfe94c16.webp|https://cdn2.jacars.net/media/cache/c0/0b/c00b9e20abc32237214d1acff9b3ad82.webp|https://cdn2.jacars.net/media/cache/20/80/208093b62f28ecf2ba0af9939e1c54ba.webp|https://cdn2.jacars.net/media/cache/2f/14/2f1488bf69888bcf0fdb2ee1b1278849.webp|https://cdn2.jacars.net/media/cache/fb/e8/fbe886c14122e43df62821c0e5b31b53.webp|https://cdn2.jacars.net/media/cache/e2/20/e220b1a4bd0da302b95e1204d6e8bcd7.webp|https://cdn2.jacars.net/media/cache/35/2b/352b65b58cb2656485e009e066238b92.webp|https://cdn2.jacars.net/media/cache/14/e8/14e8ed19f1189462a36260b3d4ec7fbc.webp|https://cdn2.jacars.net/media/cache/8b/2c/8b2cc1b7556f0c6e92bc8f04f3b3b522.webp|https://cdn2.jacars.net/media/cache/6a/40/6a40273a0215e88a26813dd2ca19ff3d.webp|https://cdn2.jacars.net/media/cache/72/b5/72b57066719ad28190e36314b7bb0dcd.webp|https://cdn2.jacars.net/media/cache/e3/11/e311ce15d16a66a98720a89acaaf7f3b.webp|https://cdn2.jacars.net/media/cache/09/5e/095e2b210a22087b66d44a493115fe9e.webp|https://cdn2.jacars.net/media/cache/b8/b7/b8b79db4b7b1c20d7e3fdda46770f279.webp|https://cdn2.jacars.net/media/cache/85/23/8523f335568d6f7c6e76eb1a237c36be.webp|https://cdn2.jacars.net/media/cache/35/f6/35f622ecd01018afccc562a9ea2817ce.webp|https://cdn2.jacars.net/media/cache/f7/df/f7df8ebf9d35bd932618feaca440cb5b.webp,JACars Vehicles,/adv/2510815_toyota-noah-2-0l-2014/,2026-05-05T19:59:25.488Z,Toyota,Noah,,2014,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2510815_toyota-noah-2-0l-2014/
jacars-2510814,published,vehicles,vehicles,cars,"Toyota Fielder 1,5L 2013","JA$ 1,350,000",1350000,JMD,Manchester,Jamaica,TOP RATED AUTOMOTIVE LTD,18765122128,"Toyota Fielder 1,5L 2013 - JA$ 1,350,000 - Manchester - Yesterday",https://cdn2.jacars.net/media/cache/e6/12/e61201141f4e15e7a2c2b3f500787930.webp|https://cdn2.jacars.net/media/cache/3b/2d/3b2dc82ab105673b679a6646b44b00ca.webp|https://cdn2.jacars.net/media/cache/f2/2d/f22d8327c8cccabf514c04c22280a785.webp|https://cdn2.jacars.net/media/cache/ac/a0/aca020946b8d4161649d7a60fccc6c45.webp|https://cdn2.jacars.net/media/cache/e0/55/e055d8d3dd02fbc0dae916355a2c3f61.webp|https://cdn2.jacars.net/media/cache/7e/cc/7eccba0fd743e14bcbd32c05d92306b6.webp|https://cdn2.jacars.net/media/cache/cd/9a/cd9aa45eda8e86c7f2fa5099213a9711.webp|https://cdn2.jacars.net/media/cache/8a/5d/8a5d73b8cee299779d7b5d3227494de9.webp|https://cdn2.jacars.net/media/cache/61/0b/610b798b72bd755eeb5205131a33c1d9.webp|https://cdn2.jacars.net/media/cache/4a/b3/4ab3ca601df9078bf7e82b3bbfb12e2f.webp|https://cdn2.jacars.net/media/cache/77/e6/77e67f59e3685c912e25a888bf3fc4f8.webp|https://cdn2.jacars.net/media/cache/d1/e3/d1e36275726d41f6bfcc28fb3a72e40c.webp|https://cdn2.jacars.net/media/cache/66/1d/661d43633db9e1b7fb7b3dab456a8967.webp|https://cdn2.jacars.net/media/cache/25/06/2506ab6b2b8d1307656d1e37568b9581.webp|https://cdn2.jacars.net/media/cache/99/09/99099180e47019c122fe3fe8d91dcddf.webp|https://cdn2.jacars.net/media/cache/f7/df/f7df8ebf9d35bd932618feaca440cb5b.webp,JACars Vehicles,/adv/2510814_toyota-fielder-1-5l-2013/,2026-05-05T19:59:25.488Z,Toyota,Fielder,,2013,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2510814_toyota-fielder-1-5l-2013/
jacars-2505467,published,vehicles,vehicles,cars,"Honda Vezel 1,5L 2022","JA$ 4,690,000",4690000,JMD,Saint Mary,Jamaica,North Coast Auto Sales,18767904717,"Honda Vezel 1,5L 2022 - JA$ 4,690,000 - Saint Mary - Yesterday",https://cdn2.jacars.net/media/cache/e8/8b/e88b49aa65ccf4dc89ff5e753a94b626.webp|https://cdn2.jacars.net/media/cache/6c/a0/6ca06529a8439c394c4faf37bc43ada2.webp|https://cdn2.jacars.net/media/cache/7d/4e/7d4e1969072e367c82f7909974abcdbb.webp|https://cdn2.jacars.net/media/cache/97/54/97549bc8aca0e9b7c9d6a013241a3aa6.webp|https://cdn2.jacars.net/media/cache/77/81/7781229f2f702980c575abd0a2cb4877.webp|https://cdn2.jacars.net/media/cache/1a/a4/1aa466f4033dc1137314b7faad97f361.webp|https://cdn2.jacars.net/media/cache/e6/b7/e6b784d6ee47a9d32f25a8b96836f36e.webp|https://cdn2.jacars.net/media/cache/9d/f4/9df42bc95dc828fc1805ea9cb2a66999.webp|https://cdn2.jacars.net/media/cache/06/6f/066f171efdfed342c6c5ce96ebd7a02b.webp|https://cdn2.jacars.net/media/cache/a0/e1/a0e18c9af8fdd33c089fa0a37ad9699e.webp|https://cdn2.jacars.net/media/cache/3e/e3/3ee33ecbacaa973fd4efdcc69766542b.webp,JACars Vehicles,/adv/2505467_honda-vezel-1-5l-2022/,2026-05-05T19:59:25.488Z,Honda,Vezel,,2022,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2505467_honda-vezel-1-5l-2022/
jacars-2508795,published,vehicles,vehicles,cars,"Toyota Voxy 2,0L 2016","JA$ 2,990,000",2990000,JMD,Saint Elizabeth,Jamaica,EZO Auto World,18762154643,"Toyota Voxy 2,0L 2016 - JA$ 2,990,000 - Saint Elizabeth - Yesterday",https://cdn2.jacars.net/media/cache/f1/1a/f11ac39b27e04925f2eadfde8f0a02cc.webp|https://cdn2.jacars.net/media/cache/33/a0/33a09c28d7710119c1d3898fcc09e182.webp|https://cdn2.jacars.net/media/cache/85/95/859596b26d7864c371a4b3396e72c076.webp|https://cdn2.jacars.net/media/cache/d2/57/d25743b4add5783bb3444155966a0134.webp|https://cdn2.jacars.net/media/cache/18/d1/18d1f56cba68801c5d09c141ee18fcc6.webp|https://cdn2.jacars.net/media/cache/19/4e/194e75eb980e98e378de34c6be941502.webp|https://cdn2.jacars.net/media/cache/d7/44/d7446b8000d4cfc2fa84e0400d41b55e.webp|https://cdn2.jacars.net/media/cache/4a/89/4a892cc535a08235a0280c815d17c09f.webp|https://cdn2.jacars.net/media/cache/4e/f7/4ef7b575ceabec8ecea8cbf9bc20b2ca.webp|https://cdn2.jacars.net/media/cache/52/e2/52e2c9d904a6118a62797f41a5e9b710.webp|https://cdn2.jacars.net/media/cache/3a/4d/3a4d607a4e792cbc5a4484fb44862f3c.webp|https://cdn2.jacars.net/media/cache/be/8b/be8b6c57d6cf30dd636feffe4fd21e81.webp,JACars Vehicles,/adv/2508795_toyota-voxy-2-0l-2016/,2026-05-05T19:59:25.488Z,Toyota,Voxy,,2016,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2508795_toyota-voxy-2-0l-2016/
jacars-2507059,published,vehicles,vehicles,cars,"Audi A3 1,4L 2019",Call for price,0,JMD,Kingston,Jamaica,JACars Vehicles,2184679711,"Audi A3 1,4L 2019 - Call for price - Kingston - Yesterday",https://cdn2.jacars.net/media/cache/b7/90/b790d4390a730838b84f1bc8e0fb3a83.webp|https://cdn2.jacars.net/media/cache/0d/f3/0df3d5f4b9ff66bed14f16cbfc64bfd4.webp|https://cdn2.jacars.net/media/cache/f4/9d/f49d8e0cd17a95abebcec52f190c73d5.webp|https://cdn2.jacars.net/media/cache/70/63/7063f25a2eefbded54e5df92c4182ee3.webp|https://cdn2.jacars.net/media/cache/ff/49/ff495acb2c50f5e88ca9524d7b5d53e2.webp|https://cdn2.jacars.net/media/cache/f4/4c/f44c99ca476124f50e21c2bebdc369c8.webp|https://cdn2.jacars.net/media/cache/0d/2e/0d2e35c85f18849cee012ed5091ceedc.webp|https://cdn2.jacars.net/media/cache/af/b9/afb92b44e2c9805f7d3bfe088a9b7732.webp,JACars Vehicles,/adv/2507059_audi-a3-1-4l-2019/,2026-05-05T19:59:25.487Z,Audi,A3,,2019,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2507059_audi-a3-1-4l-2019/
jacars-2509631,published,vehicles,vehicles,cars,"Honda Accord 2,0L 2022","JA$ 5,600,000 JA$ 5,950,000",56000005950000,JMD,Saint Catherine,Jamaica,JACars Vehicles,18765068153,"Honda Accord 2,0L 2022 - JA$ 5,600,000 JA$ 5,950,000 - Saint Catherine - Yesterday",https://cdn2.jacars.net/media/cache/11/7d/117d162334a355395caa82afba0b8189.webp|https://cdn2.jacars.net/media/cache/6e/5c/6e5ce5eadacad06501d867303e93d3b3.webp|https://cdn2.jacars.net/media/cache/09/6f/096f0f203f4afee1cdda12975d65f675.webp|https://cdn2.jacars.net/media/cache/16/c7/16c705723e52da2c4fafcb3ffe408eaa.webp|https://cdn2.jacars.net/media/cache/da/57/da573a627d2c2db553ec7b3122ed1503.webp|https://cdn2.jacars.net/media/cache/a2/72/a27209ff13bb1a0d61469cdfc85ed3fb.webp,JACars Vehicles,/adv/2509631_honda-accord-2-0l-2022/,2026-05-05T19:59:25.487Z,Honda,Accord,,2022,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2509631_honda-accord-2-0l-2022/
jacars-2510817,published,vehicles,vehicles,cars,"Toyota Axio 1,5L 2014","JA$ 1,290,000",1290000,JMD,Manchester,Jamaica,TOP RATED AUTOMOTIVE LTD,18765122128,"Toyota Axio 1,5L 2014 - JA$ 1,290,000 - Manchester - Yesterday",https://cdn2.jacars.net/media/cache/2b/25/2b259d13e0e7d4c5dcd038b274144838.webp|https://cdn2.jacars.net/media/cache/c1/40/c140a948571e6f84830297e76978345a.webp|https://cdn2.jacars.net/media/cache/85/c5/85c504759253358f5d6f395afd778692.webp|https://cdn2.jacars.net/media/cache/e4/d0/e4d03252aaccfbf0e6aacb0a4c02636b.webp|https://cdn2.jacars.net/media/cache/f6/37/f637a1f03692a3bf4cefa80b7fcfb845.webp|https://cdn2.jacars.net/media/cache/71/32/71329a95c47be4434a293baaeee52e9a.webp|https://cdn2.jacars.net/media/cache/ca/3f/ca3f9250b3ad8d9717b6336216a0655b.webp|https://cdn2.jacars.net/media/cache/c1/58/c15880cae48d172e1098e596a82d55b1.webp|https://cdn2.jacars.net/media/cache/29/c1/29c11e86d7231647bd39ce54e5b09c75.webp|https://cdn2.jacars.net/media/cache/f6/0d/f60d29f96d23931d8fb070d5e1db6f53.webp|https://cdn2.jacars.net/media/cache/24/41/2441d8806323928a2951567df63958ef.webp|https://cdn2.jacars.net/media/cache/2b/62/2b6272f6178341b532abed7200377561.webp|https://cdn2.jacars.net/media/cache/f7/df/f7df8ebf9d35bd932618feaca440cb5b.webp,JACars Vehicles,/adv/2510817_toyota-axio-1-5l-2014/,2026-05-05T19:59:25.487Z,Toyota,Axio,,2014,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2510817_toyota-axio-1-5l-2014/
jacars-2489175,published,vehicles,vehicles,cars,"Honda Grace 1,5L 2019","JA$ 2,150,000",2150000,JMD,Kingston,Jamaica,LLM&M Auto,18763581835,"Honda Grace 1,5L 2019 - JA$ 2,150,000 - Kingston - Yesterday",https://cdn2.jacars.net/media/cache/fc/a3/fca3c5d983b6befdccc9a3e759dcf239.webp|https://cdn2.jacars.net/media/cache/53/ac/53ac9d831e23189363cc87d3df3fc892.webp|https://cdn2.jacars.net/media/cache/43/f3/43f3924572f33dcfa08701f13ebd7798.webp|https://cdn2.jacars.net/media/cache/a0/18/a018353a919442ef573edf4035153115.webp|https://cdn2.jacars.net/media/cache/d6/7b/d67b42966f15b78d12071eb98116d946.webp|https://cdn2.jacars.net/media/cache/af/da/afda8fba77e97303bd0d6ec729240b01.webp|https://cdn2.jacars.net/media/cache/6b/af/6bafcf831b45dacd26f084e868352985.webp|https://cdn2.jacars.net/media/cache/00/1d/001d455efeae1e8719948e4b4146f17c.webp|https://cdn2.jacars.net/media/cache/6d/0f/6d0f599ebb95095fef58a48c202db890.webp|https://cdn2.jacars.net/media/cache/ee/25/ee25dda97833b43eb0f39b2317d3f547.webp|https://cdn2.jacars.net/media/cache/60/a8/60a883e390dbd2ec33ef01d1682e6fb6.webp|https://cdn2.jacars.net/media/cache/b1/8e/b18e91a5290a06e1d0fb4ca85b27451a.webp|https://cdn2.jacars.net/media/cache/08/35/0835fa59ad99f90b11e2400c103775a7.webp|https://cdn2.jacars.net/media/cache/69/fc/69fcaf7366d66b41da2937137fedceda.webp|https://cdn2.jacars.net/media/cache/59/ef/59ef7623692ae06defecd1e9f17c6d0d.webp|https://cdn2.jacars.net/media/cache/a2/02/a202983f198d975cde4694a0394f8799.webp|https://cdn2.jacars.net/media/cache/85/5d/855d7f6058d4af4ee8421faf9126a084.webp|https://cdn2.jacars.net/media/cache/06/d0/06d0a8b39f0a8944dc7ffd0013c3a766.webp|https://cdn2.jacars.net/media/cache/4d/84/4d84add2b27ca1ba8219e9205e0385d0.webp|https://cdn2.jacars.net/media/cache/16/3c/163c268d6c6ea80d1b1f4023376948c3.webp|https://cdn2.jacars.net/media/cache/d0/a3/d0a33fc0d57a9f880c5a006b87476fd1.webp|https://cdn2.jacars.net/media/cache/a1/2d/a12d32034352eaabb1cc65a220d849d2.webp|https://cdn2.jacars.net/media/cache/f5/fa/f5faca645cc98ae5ef7d5ed5b72b5aa0.webp|https://cdn2.jacars.net/media/cache/fc/e5/fce5d6f951df07acd473539c1ddf4808.webp|https://cdn2.jacars.net/media/cache/d7/cd/d7cdefd231a0c72423e2883211483e83.webp|https://cdn2.jacars.net/media/cache/79/48/7948512245850517acf701b4deb3b2ad.webp|https://cdn2.jacars.net/media/cache/65/2e/652ea96ed18895743fe1379be4261635.webp|https://cdn2.jacars.net/media/cache/82/d0/82d0d4eb96fb96ad9129c2fd5b938d63.webp|https://cdn2.jacars.net/media/cache/66/cf/66cfd4577e6072d98e490641cbc857ff.webp|https://cdn2.jacars.net/media/cache/f7/79/f7793227bffbbbcad79e6e599acde88a.webp|https://cdn2.jacars.net/media/cache/4d/39/4d398935dc916a5f53971e5fce33d408.webp|https://cdn2.jacars.net/media/cache/ab/81/ab811f0a4690592ad6e8f2e16134eb69.webp|https://cdn2.jacars.net/media/cache/ac/9d/ac9d6c8f784601c4a0849f0a1485dafd.webp|https://cdn2.jacars.net/media/cache/a8/c8/a8c8c27cf9ef0a10bba3a7b33e435dc5.webp,JACars Vehicles,/adv/2489175_honda-shuttle-1-5l-2019/,2026-05-05T19:59:25.486Z,Honda,Grace,,2019,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2489175_honda-shuttle-1-5l-2019/
jacars-2503991,published,vehicles,vehicles,cars,"Porsche Cayenne 3,0L 2013","JA$ 4,500,000",4500000,JMD,Kingston,Jamaica,JACars Vehicles,2184679711,"Porsche Cayenne 3,0L 2013 - JA$ 4,500,000 - Kingston - Yesterday",https://cdn2.jacars.net/media/cache/82/44/82440bf5eebe2cfea9ca9d13c3c2dbd1.webp|https://cdn2.jacars.net/media/cache/52/15/52158ebfb90f2114f2e8e3ab55364bdf.webp|https://cdn2.jacars.net/media/cache/41/f0/41f06aa775815f01b8cdc09c72e399f7.webp|https://cdn2.jacars.net/media/cache/12/21/122125ed262e6eef7ae0f52e4e984235.webp|https://cdn2.jacars.net/media/cache/a1/29/a1293630762afaa51fc4c785b68e7549.webp|https://cdn2.jacars.net/media/cache/d9/14/d9148c18ef181445d52cacffa32da5fb.webp|https://cdn2.jacars.net/media/cache/66/5c/665c681e43de4a2adf0c98672fad71ed.webp,JACars Vehicles,/adv/2503991_porsche-cayenne-3-0l-2013/,2026-05-05T19:59:25.486Z,Porsche,Cayenne,,2013,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-26T16:00:46.610Z,,Could not resolve source URL,,/adv/2503991_porsche-cayenne-3-0l-2013/
jacars-2504293,published,vehicles,vehicles,cars,"KIA Carnival 2,0L 2020","JA$ 3,500,000",3500000,JMD,Kingston,Jamaica,JACars Vehicles,2184679711,"KIA Carnival 2,0L 2020 - JA$ 3,500,000 - Kingston - Yesterday",https://cdn2.jacars.net/media/cache/3d/01/3d01523d823db7c8605f0a44baf454d0.webp|https://cdn2.jacars.net/media/cache/8e/9e/8e9eb1c16bbf01afa58b3524da7763da.webp|https://cdn2.jacars.net/media/cache/8f/3b/8f3b7849d230de57d43cb5111146dc6e.webp|https://cdn2.jacars.net/media/cache/aa/4b/aa4bb25dc92ee44843fca7706c9dbafa.webp|https://cdn2.jacars.net/media/cache/cf/f2/cff29240c83175921817d9642693ec90.webp|https://cdn2.jacars.net/media/cache/60/ce/60ce3ddeee73c7d1bea5c5f55f58ba52.webp|https://cdn2.jacars.net/media/cache/f4/6b/f46b3554d946b484b85fc50394f2cb71.webp|https://cdn2.jacars.net/media/cache/6c/f8/6cf8b86a2ab192253f43e1f0b8bbd44d.webp|https://cdn2.jacars.net/media/cache/1d/5d/1d5d1639aac2737dc5bc7f333dbcaa42.webp,JACars Vehicles,/adv/2504293_kia-carnival/,2026-05-05T19:59:25.486Z,KIA,Carnival,,2020,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-27T04:00:46.578Z,,Could not resolve source URL,,/adv/2504293_kia-carnival/
jacars-2469641,published,vehicles,vehicles,cars,"Toyota GT86 2,0L 2019","JA$ 3,550,000 JA$ 3,920,000",35500003920000,JMD,Saint Catherine,Jamaica,Mars Trading,18765827360,"Toyota GT86 2,0L 2019 - JA$ 3,550,000 JA$ 3,920,000 - Saint Catherine - Yesterday",https://cdn2.jacars.net/media/cache/ce/8a/ce8a0ca1c750c299fb87f3e5a3a19ea0.webp|https://cdn2.jacars.net/media/cache/60/d3/60d3a538960b0c4497520bf896ecbd31.webp|https://cdn2.jacars.net/media/cache/8b/da/8bdae435c869c516e22dab493a085a90.webp|https://cdn2.jacars.net/media/cache/dc/3d/dc3d1550a489edb66a42e586f16bb532.webp|https://cdn2.jacars.net/media/cache/05/7f/057f75d10790657d3839d5ada3c5693a.webp|https://cdn2.jacars.net/media/cache/fe/c8/fec8e1ee2081c6ff10749a57e9c9e559.webp|https://cdn2.jacars.net/media/cache/77/8a/778ac1a0b412797413792a2774239c14.webp|https://cdn2.jacars.net/media/cache/85/74/8574ea448a2f10866cf92781a0afce9b.webp|https://cdn2.jacars.net/media/cache/c5/4e/c54effd457b07a7ebfeae5b90d3f4869.webp|https://cdn2.jacars.net/media/cache/ec/a6/eca62c8fb1f2a5b193941e568e07b2b4.webp|https://cdn2.jacars.net/media/cache/17/85/17850a2affb57c9e14fc3e54de0e3b25.webp,JACars Vehicles,/adv/2469641_toyota-gt86-2-0l-2019/,2026-05-05T19:59:25.485Z,Toyota,GT86,,2019,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-27T04:00:46.578Z,,Could not resolve source URL,,/adv/2469641_toyota-gt86-2-0l-2019/
jacars-2499585,published,vehicles,vehicles,cars,"Mini Cooper 2,0L 2018","JA$ 2,890,000",2890000,JMD,Saint Catherine,Jamaica,Mars Trading,18765827360,"Mini Cooper 2,0L 2018 - JA$ 2,890,000 - Saint Catherine - Yesterday",https://cdn2.jacars.net/media/cache/b4/86/b4867b95af087c5cb878633551a3bd7d.webp|https://cdn2.jacars.net/media/cache/0e/c5/0ec53561db61fd69d34613a546f689d4.webp|https://cdn2.jacars.net/media/cache/a2/62/a26245cea587173a1c29a002beca1bdb.webp|https://cdn2.jacars.net/media/cache/83/3b/833b2e45789262bea632f5623a3a915f.webp|https://cdn2.jacars.net/media/cache/f9/14/f9146a0c915bf870315ede6f5131306e.webp|https://cdn2.jacars.net/media/cache/35/0e/350efe42e3adbee21524a23d7303823c.webp|https://cdn2.jacars.net/media/cache/38/f5/38f5d0c4ecb2e7cbf0e2c643646f25fc.webp|https://cdn2.jacars.net/media/cache/5d/77/5d772f69e27ebfb48d6b4100a8fd1cd6.webp|https://cdn2.jacars.net/media/cache/6f/83/6f83dc4e70124465f6dd61aeae79580f.webp|https://cdn2.jacars.net/media/cache/17/85/17850a2affb57c9e14fc3e54de0e3b25.webp,JACars Vehicles,/adv/2499585_mini-cooper-2-0l-2017/,2026-05-05T19:59:25.485Z,Mini,Cooper,,2018,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-27T04:00:46.578Z,,Could not resolve source URL,,/adv/2499585_mini-cooper-2-0l-2017/
jacars-2499462,published,vehicles,vehicles,cars,"BMW X1 2,0L 2020","JA$ 3,980,000 JA$ 4,190,000",39800004190000,JMD,Saint Catherine,Jamaica,Mars Trading,18765827360,"BMW X1 2,0L 2020 - JA$ 3,980,000 JA$ 4,190,000 - Saint Catherine - Yesterday",https://cdn2.jacars.net/media/cache/79/e4/79e4f94b0859e3ffc2892bfab2a4aef7.webp|https://cdn2.jacars.net/media/cache/a9/fb/a9fb3f7b136671640ee9b8524bbc7431.webp|https://cdn2.jacars.net/media/cache/92/8f/928f2e2c4ddf6102b0a350201af48cf7.webp|https://cdn2.jacars.net/media/cache/3d/d7/3dd7f862d8b082e7e5bcfb54bee0392a.webp|https://cdn2.jacars.net/media/cache/40/28/40284fa2dedd73452e6e13927b606501.webp|https://cdn2.jacars.net/media/cache/b4/2b/b42b007af3c2600de0c4fc5d55d87718.webp|https://cdn2.jacars.net/media/cache/36/47/3647e123d1f40ce05b5945986b526aaa.webp|https://cdn2.jacars.net/media/cache/e3/a6/e3a60be707bf4edfcf3eb68f059555d6.webp|https://cdn2.jacars.net/media/cache/dd/66/dd6600f8231a04253326611e7c3f8544.webp|https://cdn2.jacars.net/media/cache/20/cc/20cc0dd50259fc1691bffe713c3965d9.webp|https://cdn2.jacars.net/media/cache/f8/21/f821c8a5b75eb6fc8274e2918957ac8e.webp|https://cdn2.jacars.net/media/cache/17/85/17850a2affb57c9e14fc3e54de0e3b25.webp,JACars Vehicles,/adv/2499462_bmw-x1-2-0l-2020/,2026-05-05T19:59:25.485Z,BMW,X1,,2020,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}",unknown,2026-05-27T04:00:46.578Z,,Could not resolve source URL,,/adv/2499462_bmw-x1-2-0l-2020/
